Category,Descript
promotes,"Our results indicate that INPP4B promotes leukemia cell survival via SGK3 activation, and INPP4B might be a potential target in the treatment of NPM1-mutated AML."
regulated,"The Î²3 expression seems to be regulated by HomeboxA9 (HoxA9) and HoxA10, and the increased Î²3 expression then activates spleen tyrosine kinase (Syk) and thereby contributes to cytokine hypersensitivity and activation of Î²2 integrins."
activation,"The Î²3 expression seems to be regulated by HomeboxA9 (HoxA9) and HoxA10, and the increased Î²3 expression then activates spleen tyrosine kinase (Syk) and thereby contributes to cytokine hypersensitivity and activation of Î²2 integrins."
activation,Adoptive transfer however introduces these activated cells into a highly immunosuppressive tumor microenvironment mediated in part by excessive transforming growth factor beta (TGF-beta) from both cancer cells and their surrounding stroma.
inhibition,"In this study, we examined the use of a TGF-beta receptor kinase inhibitor, LY2157299, in preserving the cytotoxic function of ex vivo expanded, highly activated NK cells following sustained exposure to pathologic levels of TGF-beta in vitro and in a liver metastases model of colon cancer."
activation,"In this study, we examined the use of a TGF-beta receptor kinase inhibitor, LY2157299, in preserving the cytotoxic function of ex vivo expanded, highly activated NK cells following sustained exposure to pathologic levels of TGF-beta in vitro and in a liver metastases model of colon cancer."
activation,We demonstrate this effect using quantitative cytotoxicity assays as well as by showing a preserved activated phenotype with high NKG2D/CD16 expression and enhanced cytokine production.
activation,"The apoptosis induction exerted by 6-MITC on transformed cells is triggered by an extrinsic pathway, as demonstrated by the statistically significant increase in the percentage of cells with activated caspase-8."
inhibition,"The treated cells showed decreases in total RNA, Ki-67 and CD71, increased aldehyde dehydrogenase activity, forkhead box 03A (FOX03A) nuclear translocation and growth inhibition, with no evidence of apoptosis or differentiation."
inhibition,"The results showed that compared with the optimal PN level, PN deficiency (1) increased the contents of reactive oxygen species (ROS), malondialdehyde (MDA) and protein carbonyl (PC), decreased the activities and mRNA levels of antioxidant enzymes such as copper, zinc superoxide dismutase (CuZnSOD), catalase (CAT), glutathione peroxidase (GPx), glutathione-S-transferase (GST) and glutathione reductase (GR) (Pâ¯<â¯.05); (2) up-regulated the mRNA levels of cysteinyl aspartic acid-protease-3 (caspase-3), caspase-7, caspase-8, caspase-9, Bcl-2 associated X protein (Bax), apoptotic protease activating factor-1 (Apaf-1) and Fas ligand (FasL), and down-regulated the mRNA levels of inhibitor of apoptosis proteins (IAP), B-cell lymphoma protein-2 (Bcl-2) and myeloid cell leukaemia-1 (Mcl-1) (Pâ¯<â¯.05); (3) down-regulated the mRNA levels of ZO-1, occludin [only in middle intestine (MI)], claudin-b, claudin-c, claudin-f, claudin-3c, claudin-7a, claudin-7b and claudin-11, and up-regulated the mRNA levels of claudin-12 and claudin-15a (Pâ¯<â¯.05), which might be partly linked to Kelch-like-ECH-associated protein 1a (Keap1a)/NF-E2-related factor 2 (Nrf2), p38 mitogen-activated protein kinase (p38MAPK) and myosin light chain kinase (MLCK) signalling in the intestines of fish."
inhibition,"Protein methyltransferases are among the most studied proteins in epigenetics and, in particular, disruptor of telomeric silencing 1-like (DOT1L) lysine methyltransferase plays a key role in MLL-rearranged acute leukemia Selective inhibition of DOT1L is an established attractive strategy to breakdown aberrant H3K79 methylation and thus overexpression of leukemia genes, and leukemogenesis."
activation,We combine two orthogonal Cas9 proteins from Streptococcus pyogenes and Staphylococcus aureus to carry out a dual screen in which one gene is activated while a second gene is deleted in the same cell.
binding,"PHF8 transcriptionally upregulates MEK1, a key molecule in the MEK/ERK pathway, at least partially by directly binding to its promoter, thereby activating the MEK/ERK pathway."
inhibition,We observed that GST-SSL5 specifically bound to MMP-9 from a human monocytic leukemia cell line (THP-1 cells) and inhibited its enzymatic activity in a concentration-dependent manner.
inhibition,"We investigated the mechanisms involved in mediating the effects of Rhus verniciflua Strokes (R.Â verniciflua) extract in human chronic myelogenous leukemia K562 cells, including caspase-dependent apoptotic pathways related to cell-cycle arrest, as well as the inhibition of nuclear factor NF-ÎºB activation and upregulation of the mitogen-activated protein kinase (MAPK) signaling pathway."
inhibition,"Particularly, the treatment of K562 cells with R.Â verniciflua extract augmented the caspaseâ3 activity and increased the expression of caspaseâ3 protein, while co-treatment with R.Â verniciflua extract and the permeant panâcaspase inhibitor Z-VAD-FMK and caspaseâ3 inhibitor Z-DEVD-FMK inversely enhanced the proliferation of K562 cells."
inhibition,"Collectively, these results indicated that the extract of R.Â verniciflua inhibited the proliferation of human chronic myelogenous leukemia K562 cells by activating the apoptotic process via caspaseâ3 overexpression and the regulation of the NF-ÎºB and MAPK signaling."
inhibition,An appropriate stereo configuration of hydroxymethyl and benzyl functional groups on the pyrrolidine ring of the inhibitor may lead to an inhibitor with the required selectivity for the active site of a target Î±-mannosidase.
activation,Canonical NF-ÎºB signaling is constitutively activated in acute myeloid leukemia (AML) stem cells and is required for maintenance of the self-renewal of leukemia stem cells (LSCs).
promotes,"In addition, stabilization of NIK-induced activation of NF-ÎºB non-canonical signaling upregulates Dnmt3a and downregulates Mef2c, which suppresses and promotes AML development, respectively."
inhibition,Our study reveals a strategy for potent MYB inhibition in AML and highlights how an oncogenic TF can be selectively neutralized by targeting a general coactivator complex.
activation,"Despite initial differences when comparing the phenotype of circulating T cells in patients with CLL and HDs, the CD19 CAR T cells manufactured from patients' or HDs' cells showed a similar phenotype (effector memory or terminally differentiated), both were specifically activated by and killed CD19 target cells, and secreted cytokines (ie, IL-2, TNF, and IFN-Î³)."
suppressed,"Recombinant immunotoxins are proteins that are very effective in patients with leukemia, where immunity is suppressed, but induce ADAs, which compromise their activity, in patients with intact immunity."
induced,"Recombinant immunotoxins are proteins that are very effective in patients with leukemia, where immunity is suppressed, but induce ADAs, which compromise their activity, in patients with intact immunity."
inhibition,"Collectively, these results demonstrate that NMII inhibits neutrophil apoptosis through inhibition of caspase-3 cleavage and activation of MAPK survival pathways with subsequent expression and stabilization of antiapoptotic protein Mcl-1, a process that may partially require the T4SS."
inhibition,"Collectively, these results demonstrate that NMII inhibits neutrophil apoptosis through inhibition of caspase-3 cleavage and activation of MAPK survival pathways with subsequent expression and stabilization of antiapoptotic protein Mcl-1, a process that may partially require the T4SS."
induced,"This induced innate immune response occurred in a PML-, IFI16-, and Janus-Associated Kinase (JAK)-dependent manner and was restricted by phosphonoacetic acid, demonstrating that vDNA polymerase activity is required for the robust induction of ISG expression during HSV-1 infection."
binding,Myocyte enhancer binding factor 2B (MEF2B) is a transcriptional activator of the BCL6 proto-oncogene in normal germinal center (GC) B-cells.
activation,Myocyte enhancer binding factor 2B (MEF2B) is a transcriptional activator of the BCL6 proto-oncogene in normal germinal center (GC) B-cells.
regulated,Tumor protein 53 (TP53) and its related family of p63 and p73 are tumor suppressor genes that regulate cellular activity to enhance longevity.
inhibition,"Venetoclax is a selective, orally bioavailable BCL-2 inhibitor with activity in patients with CLL, including those who are heavily pretreated or have 17p deletion."
inhibition,"The Bruton's tyrosine kinase (BTK) inhibitor ibrutinib, which antagonizes B cell receptor (BCR) signals, demonstrates remarkable clinical activity in chronic lymphocytic leukemia (CLL)."
adhesion,"In vitro and in vivo ibrutinib treatment, although reducing the constitutive VLA-4 activation and cell adhesion, can be overcome by exogenous BCR triggering in a BTK-independent manner involving PI3K."
activation,"Clinically, in three independent ibrutinib-treated CLL cohorts, CD49d expression identifies cases with reduced lymphocytosis and inferior nodal response and behaves as independent predictor of shorter progression-free survival, suggesting the retention of CD49d-expressing CLL cells in tissue sites via activated VLA-4."
